Publicatiedatum;Bronsoort;Url;Geplaatst door (optioneel);WhatsApp nummer (optioneel);Bericht;Tags;Sentiment;Voltooid op (optioneel);Gereageerd op (optioneel);Afhandeltijd (optioneel);Binnen service level (optioneel);Caseowner (optioneel);Reactie(s) (optioneel);PR waarde
21-02-2019 11:03:17;facebook;https://www.facebook.com/abppensioenfonds/inbox/1911435105569979/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Armand,  Daar moet ik je gelijk in geven. Waardeoverdracht is ook een belangrijk item, waar je goed op de hoogte wilt worden gehouden.  Ik ga toch nog een klantsignaal indienen, bij een andere afdeling. Zo kan uitgezocht worden of dit proces kan veranderen.  Ik durf, wederom, niet te beloven dat wij iets kunnen veranderen, maar we gaan het proberen.  Groetjes, Judith ;;neutraal;;;;;;;0
21-02-2019 10:42:13;twitter;https://twitter.com/abppensioen/status/1098518242744721412/;abppensioen;;Direct message (steeg_bvd): Hoi, Bedankt voor je bericht. :) De regels zijn vastgelegd in de Pensioenwet. De rekenrente wordt door de DNB (De Nederlandsche Bank) vastgesteld. Hier kun je meer over lezen, via https://www.abp.nl/over-abp/financiele-situatie/actuele-financiele-situatie/verplichtingen-en-rente.aspx Heb je verder nog vragen hierover? Dan hoor ik het graag. Groet en fijne dag, Sefanja ;;neutraal;;;;;;;0
21-02-2019 10:03:35;facebook;https://www.facebook.com/abppensioenfonds/inbox/2115271478519673/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Dat klopt inderdaad, Bella. Je krijgt van ons een reactie op je e-mail met extra informatie.  Groetjes, Cindy ;;neutraal;;;;;;;0
21-02-2019 09:30:47;twitter;https://twitter.com/abppensioen/status/1098500267136425988/;abppensioen;;Direct message (Door105): Hoi Doraja, Wat fijn dat je weer toegang hebt tot jouw MijnABP-omgeving! En bedankt nog voor het sturen van je gegevens. :) Dat helpt ons om de oorzaak van de storing te kunnen achterhalen. Ook érg bedankt voor je goede-week-wens. Niets minder dan datzelfde gewenst! :) En mocht er nog iets zijn, weet je ons te vinden. Groet, Koen ;;neutraal;;;;;;;0
21-02-2019 09:25:18;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116682248378596/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Sjoukje,  Ga je verhuizen binnen of naar Nederland? Dan hoef je niets aan ons door te geven. We krijgen je adres dan automatisch door van de (nieuwe) gemeente. :) Verhuis je naar het buitenland? Dan moet je je adres doorgeven aan de Rijksdienst voor Identiteitsgegevens (RvIG). Zij beheren de persoonsgegevens voor niet-ingezetenen. Als je je buitenlandse adres doorgeeft aan hen voegen zij het toe aan de Registratie Niet-ingezetenen (RNI). En wij krijgen dan op onze beurt je buitenlandse adres door vanuit hen. Meer informatie daarover vind je hier: https://www.rvig.nl/brp/rni. Heb ik je vraag zo duidelijk beantwoord? Zo niet, laat het me weten! Vriendelijke groet, Koen ;;neutraal;;;;;;;0
21-02-2019 09:20:43;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Your welcome, Nelia.  Kind regards, Koen ;;neutraal;;;;;;;0
21-02-2019 08:59:07;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116582761721878/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Lisanne,  Onderaan vind je de offerte. Zoals gezegd kun je een scan of foto hier toevoegen. Dan zorg ik ervoor dat hij bij de juiste persoon terecht komt.  Heb je nog meer vragen? Ik hoor ze graag! Groetjes, Koen ;;neutraal;;;;;;;0
20-02-2019 17:29:49;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116478998398921/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Hans,  Met actief bouwen bedoelen we dat een deelnemer bij een bij ABP aangesloten werkgever in dienst is. En daar premie afdraagt voor de pensioenopbouw. Het systeem laat zien dat er een einddatum van het dienstverband is, op 01-01-2019. Er zijn geen opbouwgegevens ná 01-01-2019 aan ons doorgegeven. Het kan zijn dat de werkgever de opbouwgegevens van daarna nog moet doorgeven. En dat het het systeem daarom aangeeft dat er geen actieve pensioenopbouw meer is.  Heb ik je vraag zo duidelijk beantwoord? Zo niet, laat het me weten! :) Vriendelijke groet, Sefanja ;;neutraal;;;;;;;0
20-02-2019 17:22:57;twitter;https://twitter.com/abppensioen/status/1098256705786466308/;abppensioen;;Direct message (Door105): Hoi Doraja, Bedankt voor je bericht. :) Inmiddels weten we dat deze storing bij meerdere deelnemers opspeelt. Het probleem wordt aan onze kant veroorzaakt. We zijn het momenteel aan het onderzoeken. Sorry voor het ontstane ongemak. In sommige gevallen blijkt de storing gelukkig alweer verholpen. Wil je je klantnummer of je geboortedatum en (meisjes)achternaam doorgeven? Dan maak ik hier graag nog een melding van. Groet, Koen ;;neutraal;;;;;;;0
20-02-2019 16:43:37;facebook;https://www.facebook.com/abppensioenfonds/inbox/1647338648646294/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan! Ik hoop verder dat we de storing snel op kunnen lossen. En mocht er nog iets zijn, weet je ons te vinden. :) Groet en fijne avond (alvast), Koen ;;neutraal;;;;;;;0
20-02-2019 16:33:05;facebook;https://facebook.com/2116453751734779/?comment_id=2116682261711928;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Paul. Ik heb je betaalspecificatie in Facebook Messenger toegevoegd als bijlage. :) De storing op MijnABP blijkt bij meerdere deelnemers te spelen. Het wordt momenteel onderzocht. Sorry voor het ontstane ongemak. Mocht ik nog iets voor je kunnen doen, hoor ik het graag! Groet, Koen ;;neutraal;;;;;;;11
20-02-2019 16:32:25;facebook;https://www.facebook.com/abppensioenfonds/inbox/1647338648646294/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Paul, Bedankt voor je terugkoppeling. Het blijkt toch dat meerdere deelnemers last van deze storing hebben (gehad). In sommige gevallen lijkt de storing inmiddels weer verholpen. We blijven het onderzoeken. Sorry voor het ontstane ongemak. Ik stuur hier je betaalspecificatie van februari mee. Heb je daarmee voldoende informatie? Mocht je nog iets nodig hebben, hoor ik graag van je. Groet, Koen ;;neutraal;;;;;;;0
20-02-2019 16:31:01;facebook;https://www.facebook.com/abppensioenfonds/inbox/2115271478519673/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Bella,  Dat is natuurlijk ook goed. :) Als ik je nog ergens mee kan helpen hoor ik het graag. Ik wens je veel sterkte toe.  Vriendelijke groet, Cindy ;;neutraal;;;;;;;0
20-02-2019 16:24:45;facebook;https://www.facebook.com/abppensioenfonds/inbox/1911435105569979/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Armand, Ik zou je informeren als ik meer wist, dus bij deze.🙂 De technische afdeling heeft het nagekeken. Het klopt dat je soms geen melding ontvangt als er poststukken op MijnABP klaar staan. Dit komt omdat we deze zogenoemde ‘alert mails’ alleen sturen bij reguliere poststukken, zoals een Uniform Pensioenoverzicht (UPO). Bij lopende verzoeken, waarbij je tussentijds (meermaals) wordt geïnformeerd, sturen we alleen een ‘alert mail’ als het verzoek is afgerond. Zo kan je de uitkomst achteraf bekijken in MijnABP. Weet je hiermee voldoende? Zo niet, stel gerust je vragen! 🙂  Groet, Judith ;;neutraal;;;;;;;0
20-02-2019 16:15:45;twitter;https://twitter.com/abppensioen/status/1098239792976932868/;abppensioen;;Direct message (JosvanRest): Graag gedaan, Jos!  Als ik je nog ergens anders mee kan helpen, hoor ik het graag. :) Vriendelijke groet, Koen ;;neutraal;;;;;;;0
20-02-2019 16:15:05;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116582761721878/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Lisanne,  We hebben jammer genoeg geen ondertekende brief binnen gekregen. Daarom is de rappelbrief naar je gestuurd.  Als je dat wil kan ik de offerte bij dit gesprek voegen. Dan kan je hem opnieuw ondertekenen en naar ons sturen. Dat mag je ook via dit gesprek doen (bijvoorbeeld door het ondertekende formulier in te scannen of een duidelijke foto te maken).  Natuurlijk kan ik de brief ook per post naar je toe sturen.  Wil je dat ik de offerte hier toevoeg of per post verstuur? Ik hoor graag van je. :)  Vriendelijke groet, Koen ;;negatief;;;;;;;0
20-02-2019 16:01:42;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116478998398921/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Hans,  Dank voor het sturen van je gegevens! De persoonlijke pensioenpot is niet beschikbaar voor niet-actieve deelnemers. Jouw partner bouwt op dit moment niet actief pensioen op. En ziet daarom de persoonlijke pensioenpot niet.  Heb je nog meer of andere vragen? Ik hoor ze graag!  Groet, Sefanja ;;neutraal;;;;;;;0
20-02-2019 15:58:05;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Nelia, Perfect! I will forward your Social Security System ID to the relevant department.🙂 If I have any new information, I will let you know! Kind regards, Koen ;;neutraal;;;;;;;0
20-02-2019 15:09:14;twitter;https://twitter.com/abppensioen/status/1098223053992017925/;abppensioen;;Direct message (JosvanRest): Hi Jos,  Ah, top om te lezen dat het inloggen weer lukt. :)  De persoonlijke pensioenpot is jammer genoeg niet voor iedereen beschikbaar. Dat komt door specifieke situaties. Bijvoorbeeld als er een waardeoverdracht naar ABP toe heeft plaatsgevonden ná 2017. In 2018 heeft er bij jou een waardeoverdracht plaatsgevonden vanuit Pensioenfonds Zog en Welzijn naar ABP. Daarom is de persoonlijk pensioenpot helaas niet beschikbaar.  Heb je nog meer of andere vragen? Ik hoor ze graag! 😄 Vriendelijke groet, Koen ;;negatief;;;;;;;0
20-02-2019 14:58:18;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116478998398921/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Hans, Bedankt voor je bericht. :) Ik begrijp goed dat je graag meer inzicht wil in jouw pensioen. Op dit moment is de persoonlijke pensioenpot is niet voor iedereen beschikbaar. Ik kijk graag na waarom je de persoonlijke pensioenpot in MijnABP niet kan inzien. Wil je daarvoor je klantnummer en geboortedatum doorgeven? Dan ga ik na wat de oorzaak kan zijn en kijk ik wat ik voor je kan doen! Groet, Sefanja ;;neutraal;;;;;;;0
20-02-2019 14:42:03;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116444965068991/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Graag gedaan, Sanne! Als ik je nog ergens mee kan helpen, laat het me weten. 😄  Groet, Koen ;;neutraal;;;;;;;0
20-02-2019 14:30:33;facebook;https://facebook.com/2116453751734779/?comment_id=2116549418391879;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Paul, zoals je al had gezien, heb ik je privé een bericht gestuurd. :) Groet, Koen ;;neutraal;;;;;;;10
20-02-2019 14:15:54;facebook;https://www.facebook.com/abppensioenfonds/inbox/1647338648646294/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hallo Paul, Wat naar dat je niet kan inloggen in MijnABP. Er zijn op dit moment geen algemene storingen bekend. Ervaar jij de storing direct bij het inloggen of op een later moment in de MijnABP omgeving?  Ik kan de inkomensspecificatie in dit gesprek voegen als je dat wil. Dan heb je hem direct binnen. Wil je dat ik doe? Laat het me weten! :) Vriendelijke groet, Koen ;;neutraal;;;;;;;0
20-02-2019 14:06:00;facebook;https://facebook.com/439703479409823_2116341045079383/;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Wij vroegen mensen uit het onderwijs hoe zij hun pensionering het liefst inrichten. De absolute top 3? Komt ie: 1. Reizen 🌴 (van emigreren naar Frankrijk tot heuse wereldreizen) 2. Genieten van het leven 🥂 (genieten van vrijheid, hobby s en goede gezondheid) 3. Financiële ruimte 💶 (goed kunnen rondkomen en ook de kinderen iets kunnen geven) We zijn natuurlijk ook benieuwd: wat wil jij het liefst doen met je pensioen? ;;neutraal;;;;;;;258
20-02-2019 13:55:41;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116444965068991/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Sanne,  Als ik het goed begrijp heb je een overzicht nodig van je diensttijd. Als je pensioen bij ABP hebt opgebouwd kan ik een dergelijk overzicht naar je toe sturen. Een overzicht met daarop de werkgevers waar jij gewerkt hebt en via hen pensioen hebt opgebouwd bij ABP.  Jammer genoeg kan ik geen gegevens van je vinden bij ABP. Dat betekent dat bij ons geen pensioenopbouw is geregistreerd. Je kunt op mijnpensioenoverzicht.nl zien bij welke pensioenfondsen je pensioen hebt opgebouwd.  Heb je nog meer of andere vragen? Ik hoor ze graag!  Vriendelijke groet, Koen ;;negatief;;;;;;;0
20-02-2019 13:34:25;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hi Nelia,  Yes, we need the Social Security under which you are known in the Philippines. :) Could you send me that number?  Many thanks in advance!  Kind regards, Koen ;;neutraal;;;;;;;0
20-02-2019 13:22:30;facebook;https://facebook.com/2112133282166826/?comment_id=2116475835065904;ABP Pensioenfonds voor overheid en onderwijs;;ABP Pensioenfonds voor overheid en onderwijs Hoi Jan. Ik weet niet wat jij precies vermoedt, maar er is geen sprake van antwoorden in opdracht van . Ik, Cindy, ben verantwoordelijk voor de reactie op je bericht. Groeten van diezelfde Cindy :) ;;neutraal;;;;;;;10
20-02-2019 13:16:47;twitter;https://twitter.com/abppensioen/status/1098194754469281796/;abppensioen;;Direct message (PatriotaVigo): Heel graag gedaan! :)  Als je nog meer of andere vragen hebt, hoor ik het graag. Vriendelijke groet, Koen ;;neutraal;;;;;;;0
20-02-2019 12:49:23;facebook;https://www.facebook.com/abppensioenfonds/inbox/2107754882604666/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkFsYmVydCBkZSBWdWlqc3QiLCJ2YXIzIjoiMzQ0NTciLCJ2YXI0IjoiMTc0MjAyMTMiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8yMDU5NTkyMzI3NDg4MjcxIiwiZGxhYmVsIjoiYXBnIiwiZGxvZ291cmwiOiJodHRwczovL2hvcml6b24ub2JpNHdhbi5jb20vaW1hZ2VzL2FwZy1sb2dvLnBuZyIsImRiYWNrdXJsIjoiIiwiZHJlZHVybCI6IiIsImRjb2xvciI6IjI1NTZhMSJ9 ;;neutraal;;;;;;;0
20-02-2019 12:11:25;facebook;https://www.facebook.com/abppensioenfonds/inbox/1436295709750590/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6Ikphbm5la2UgSG9sdGllcyIsInZhcjMiOiIzNDQ1NCIsInZhcjQiOiIxNzQyNTkwNyIsInV2YXIxIjoiRmFjZWJvb2siLCJ1dmFyMiI6IjQ0MzczIiwidXZhcjMiOiJ0XzkyNjI5MDU3NzQ5ODE0MCIsImRsYWJlbCI6ImFwZyIsImRsb2dvdXJsIjoiaHR0cHM6Ly9ob3Jpem9uLm9iaTR3YW4uY29tL2ltYWdlcy9hcGctbG9nby5wbmciLCJkYmFja3VybCI6IiIsImRyZWR1cmwiOiIiLCJkY29sb3IiOiIyNTU2YTEifQ== ;;neutraal;;;;;;;0
20-02-2019 11:55:31;facebook;https://www.facebook.com/abppensioenfonds/inbox/2109085532471601/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Je hebt onlangs contact met ons gehad via Facebook. Ik ben benieuwd naar hoe je het contact hebt ervaren! Om je mening achter te laten, klik hier: http://survey.insocial.nl/classic/?sToken=wt2pf8vsll&sId=3452&obi=eyJ2YXIxIjoiMTQ5IiwidmFyMiI6IkRlbm5pcyBIZWVtc2tlcmsiLCJ2YXIzIjoiMzQ0NTUiLCJ2YXI0IjoiMTc0MjY0ODMiLCJ1dmFyMSI6IkZhY2Vib29rIiwidXZhcjIiOiI0NDM3MyIsInV2YXIzIjoidF8zNTM5NTA4MTIxMTM1MzkiLCJkbGFiZWwiOiJhcGciLCJkbG9nb3VybCI6Imh0dHBzOi8vaG9yaXpvbi5vYmk0d2FuLmNvbS9pbWFnZXMvYXBnLWxvZ28ucG5nIiwiZGJhY2t1cmwiOiIiLCJkcmVkdXJsIjoiIiwiZGNvbG9yIjoiMjU1NmExIn0= ;;neutraal;;;;;;;0
20-02-2019 11:29:21;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116300015083486/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Door de nieuwe regelgeving per 1 januari zal het op ten duur automatisch worden overgedragen. Je kunt ook nu al een verzoek indienen bij pensioenfonds zorg en welzijn. Zij starten het proces dan al op. Wil je er meer over weten? Kijk dan eens op https://www.abp.nl/uw-situatie-verandert/nieuwe-baan/waardeoverdracht-van-abp.aspx Groet, Cindy ;;neutraal;;;;;;;0
20-02-2019 11:25:17;twitter;https://twitter.com/abppensioen/status/1098166696274214912/;abppensioen;;@ruffles62 Oops! Foutje... Goed opgemerkt, dank je wel. :) ^Koen ;;neutraal;;;;;;;11
20-02-2019 11:18:08;facebook;https://www.facebook.com/abppensioenfonds/inbox/2116300015083486/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hoi Nikki, Je pensioenopbouw is inderdaad gestopt. Toch is het bij ABP niet mogelijk om nu al je opgebouwde pensioen te laten uitkeren. Afkoop van het pensioen is alleen mogelijk op de AOW-leeftijd. Wel heb je de optie om je opgebouwde pensioen over te dragen naar een eventueel nieuw pensioenfonds. Zo hou je wel je hele pensioen bij elkaar.  Ik hoop dat ik je zo voldoende geïnformeerd heb. Als je verdere vragen hebt, hoor ik het graag :) Met vriendelijke groet, Cindy ;;neutraal;;;;;;;0
20-02-2019 11:14:38;facebook;https://www.facebook.com/abppensioenfonds/inbox/2113879918658829/;ABP Pensioenfonds voor overheid en onderwijs;;	Facebook conversatie (ABP Pensioenfonds voor overheid en onderwijs): Hello Nelia, Thank you for your question!  Unfortunately, I cannot help you with the tax return over the years 2015 and 2016. I would like to kindly refer you to the ‘Buitenland’ department of the Dutch tax authorities. They can inform you with regards to the fiscal consequences/ tax income of your husbands pension.  Their contact details are: Postbus 2865 6401 DJ Heerlen Phone number: +31 (0)55 538 53 85 Also, I received additional information from the relevant department about your survivor’s pension. To determine your pension, they will need your Social Security Number. Could you please sent me your Social Security Number? Thank you in advance!  I hope I have informed you sufficiently. If you have any further questions, I am more than happy to help.🙂 Kind regards, Koen ;;neutraal;;;;;;;0
